datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude (degrees_east),maxLongitude (degrees_east),longitudeSpacing (degrees_east),minLatitude (degrees_north),maxLatitude (degrees_north),latitudeSpacing (degrees_north),minAltitude (m),maxAltitude (m),minTime (UTC),maxTime (UTC),timeSpacing (seconds),griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
Emso_Ligure_Dyfamed_TSCTD,public,Observatoire Oc\u00e9anologique de Villefranche-sur-Mer,table,TimeSeries,EDDTableFromErddap,EMSO Ligure Dyfamed mooring CTD data,,,,,,,-130.0,-2349.0,2009-08-03T14:30:01Z,2023-07-31T23:30:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSCTD.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSCTD,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSCTD.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Ligure_Dyfamed_TSCTD_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Ligure_Dyfamed_TSCTD_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Ligure_Dyfamed_TSCTD/index,(local files),http://www.insu.cnrs.fr/environnement/atmosphere/moose-mediterranean-ocean-observing-system-on-environment,https://erddap.emso.eu/erddap/rss/Emso_Ligure_Dyfamed_TSCTD.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Ligure_Dyfamed_TSCTD&showErrors=false&email=,,,"Temperature, conductivity and pressure data collected from OceanSites/EMSO moorings"
Emso_Ligure_Dyfamed_TScurrents,public,Observatoire Oc\u00e9anologique de Villefranche-sur-Mer,table,TimeSeries,EDDTableFromErddap,EMSO Ligure Dyfamed mooring currentmeter data,,,,,,,-200.0,-1000.0,2009-08-03T12:25:00Z,2016-05-20T10:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TScurrents.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TScurrents,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TScurrents.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Ligure_Dyfamed_TScurrents_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Ligure_Dyfamed_TScurrents_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Ligure_Dyfamed_TScurrents/index,(local files),http://www.insu.cnrs.fr/environnement/atmosphere/moose-mediterranean-ocean-observing-system-on-environment,https://erddap.emso.eu/erddap/rss/Emso_Ligure_Dyfamed_TScurrents.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Ligure_Dyfamed_TScurrents&showErrors=false&email=,,,"Temperature, conductivity and pressure data collected from MOOSE moorings"
Emso_Ligure_Dyfamed_SedimentTrap,public,Observatoire Oc\u00e9anologique de Villefranche-sur-Mer,table,TimeSeries,EDDTableFromErddap,EMSO Ligure Dyfamed mooring sediment traps,,,,,,,-200.0,-1000.0,2009-08-05T00:00:00Z,2013-05-08T00:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_SedimentTrap.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_SedimentTrap,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_SedimentTrap.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Ligure_Dyfamed_SedimentTrap_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Ligure_Dyfamed_SedimentTrap_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Ligure_Dyfamed_SedimentTrap/index,(local files),http://www.insu.cnrs.fr/environnement/atmosphere/moose-mediterranean-ocean-observing-system-on-environment,https://erddap.emso.eu/erddap/rss/Emso_Ligure_Dyfamed_SedimentTrap.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Ligure_Dyfamed_SedimentTrap&showErrors=false&email=,,,"Temperature, conductivity and pressure data collected from MOOSE moorings"
Emso_Ligure_Dyfamed_TSO2,public,IMEV Villefranche-sur-mer,table,Point,EDDTableFromErddap,EMSO Ligure Dyfamed oxygen data,7.90296,7.90296,,43.41853,43.41853,,,,1994-04-08T12:07:47Z,2014-12-10T12:33:20Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSO2.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSO2,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSO2.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Ligure_Dyfamed_TSO2_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Ligure_Dyfamed_TSO2_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Ligure_Dyfamed_TSO2/index,(local files),???,https://erddap.emso.eu/erddap/rss/Emso_Ligure_Dyfamed_TSO2.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Ligure_Dyfamed_TSO2&showErrors=false&email=,,,"DYFAMED Time Series from 1994 to 2014 (43\u00b025N - 7\u00b052E). In the framework of the French MOOSE program, a fixed point observatory in the Ligurian Sea (so called DYFAMED) performs since 1991 physical, biogeochemical and biological observations of the water column structure. This observatory is hosted and managed by the Oceanological Observatory in Villefranche-sur-Mer (CNRS-SU)"
Emso_Ligure_Dyfamed_TSOF,public,LABORATOIRE OCEANOGRAPHIQUE DE VILLEFRANCHE,table,TimeSeries,EDDTableFromErddap,EMSO Ligure Dyfamed oxygen/fluorescence data,,,,,,,,,1998-02-05T19:18:52Z,2007-12-14T12:55:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSOF.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSOF,https://erddap.emso.eu/erddap/tabledap/Emso_Ligure_Dyfamed_TSOF.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Ligure_Dyfamed_TSOF_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Ligure_Dyfamed_TSOF_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Ligure_Dyfamed_TSOF/index,(local files),http://www.eurosites.info,https://erddap.emso.eu/erddap/rss/Emso_Ligure_Dyfamed_TSOF.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Ligure_Dyfamed_TSOF&showErrors=false&email=,,,LABORATOIRE OCEANOGRAPHIQUE DE VILLEFRANCHE data from a local source.
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, AQUADOPP sensor (NetCDF 2014-2015)",6.05,6.05,,42.791,42.791,,,,2014-09-13T09:00:00Z,2015-04-22T05:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2014&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node."
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, AQUADOPP sensor (NetCDF 2015-2016)",6.058,6.058,,42.8,42.8,,,,2015-06-05T07:00:00Z,2016-06-05T05:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2015&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node."
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, AQUADOPP sensor (NetCDF 2016-2017)",6.05,6.05,,42.803,42.803,,,,2016-10-28T11:00:00Z,2017-11-24T09:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2016&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node."
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, AQUADOPP sensor (NetCDF 2018-2019)",6.043,6.043,,42.79,42.79,,,,2018-05-19T10:00:00Z,2019-05-17T04:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2018&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node."
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, AQUADOPP sensor (NetCDF files 2021-07 to 2023-05)",6.0312,6.0312,,42.79,42.79,,,,2021-07-18T00:00:00Z,2023-05-16T11:30:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2021&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node."
Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, AQUADOPP sensor (NetCDF files from 2024-03)",6.1019,6.1019,,42.9611,42.9611,,,,2024-02-08T00:00:00Z,2024-08-13T23:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Aquadopp_NetCDF_2024&showErrors=false&email=,now-5days,1.302102,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node"
Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, MICROCAT sensor (NetCDF 2014-2015)",6.05,6.05,,42.791,42.791,,,,2014-09-13T09:07:00Z,2015-04-21T18:28:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2014&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node."
Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO Western Ligurian : Albatross mooring, MICROCAT sensor (NetCDF 2015-2016)",6.058,6.058,,42.8,42.8,,,,2015-06-05T06:41:00Z,2016-06-05T05:14:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Albatross_Microcat_NetCDF_2015&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories. It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems. This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea. There are currently eleven deep water nodes plus four shallow water test nodes. EMSO Western Ligurian is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow. This underwater observation network is also part of KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation connected to KM3NeT is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS). The ALBATROSS line is an inductive line (2000 m) composed of an acoustic communication system, two inductive cables equipped with Conductivity, Temperature, Depth (CTD)-O2 sensors, current meters and two instrumented buoys. This line is deployed at a distance of 2-3 kilometers from the MII, and communication on land is done by an acoustic link with the MII, and electro-optical cable via the KM3NeT node."
