DatasetID,Property,Count,Types,Example,UniqueValues
allDatasets,datasetID,171,object,allDatasets,set()
allDatasets,accessible,171,object,public,{'public'}
allDatasets,institution,171,object,Axiom Docker Install,set()
allDatasets,dataStructure,171,object,table,{'table'}
allDatasets,cdm_data_type,171,object,Other,"{'Other', 'Point', 'TimeSeries'}"
allDatasets,class,171,object,EDDTableFromAllDatasets,"{'EDDTableFromAllDatasets', 'EDDTableFromErddap'}"
allDatasets,title,171,object,* The List of All Active Datasets in this ERDDAP *,set()
allDatasets,minLongitude (degrees_east),159,float64,1.75257,set()
allDatasets,maxLongitude (degrees_east),159,float64,1.75257,set()
allDatasets,longitudeSpacing (degrees_east),0,float64,,set()
allDatasets,minLatitude (degrees_north),159,float64,41.18212,set()
allDatasets,maxLatitude (degrees_north),159,float64,41.18212,set()
allDatasets,latitudeSpacing (degrees_north),0,float64,,set()
allDatasets,minAltitude (m),143,float64,-20.0,set()
allDatasets,maxAltitude (m),143,float64,-20.0,set()
allDatasets,minTime (UTC),163,object,2010-03-12T09:30:00Z,set()
allDatasets,maxTime (UTC),155,object,2022-12-31T23:30:00Z,set()
allDatasets,timeSpacing (seconds),0,float64,,set()
allDatasets,griddap,0,float64,,set()
allDatasets,subset,153,object,https://erddap.emso.eu/erddap/tabledap/allDatasets.subset,set()
allDatasets,tabledap,171,object,https://erddap.emso.eu/erddap/tabledap/allDatasets,set()
allDatasets,MakeAGraph,171,object,https://erddap.emso.eu/erddap/tabledap/allDatasets.graph,set()
allDatasets,sos,0,float64,,set()
allDatasets,wcs,0,float64,,set()
allDatasets,wms,0,float64,,set()
allDatasets,files,0,float64,,set()
allDatasets,fgdc,170,object,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO_OBSEA_CTD_30min_fgdc.xml,set()
allDatasets,iso19115,170,object,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO_OBSEA_CTD_30min_iso19115.xml,set()
allDatasets,metadata,171,object,https://erddap.emso.eu/erddap/info/allDatasets/index,set()
allDatasets,sourceUrl,171,object,https://localhost:8443/erddap,"{'(local files)', 'https://localhost:8443/erddap', '(source database)'}"
allDatasets,infoUrl,171,object,https://erddap.emso.eu/erddap,set()
allDatasets,rss,171,object,https://erddap.emso.eu/erddap/rss/allDatasets.rss,set()
allDatasets,email,171,object,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=allDatasets&showErrors=false&email=,set()
allDatasets,testOutOfDate,10,object,now-5days,"{'now-2days', 'now-5days', 'now-58days', 'now-1day'}"
allDatasets,outOfDate,10,float64,1.279968,set()
allDatasets,summary,171,object,This dataset is a table which has a row of information for each dataset currently active in this ERDDAP.,set()
EMSO_OBSEA_CTD_30min,time (UTC),240640,object,2022-01-01T00:00:00Z,set()
EMSO_OBSEA_CTD_30min,latitude (degrees_north),240640,float64,41.18212,{41.18212}
EMSO_OBSEA_CTD_30min,longitude (degrees_east),240640,float64,1.75257,{1.75257}
EMSO_OBSEA_CTD_30min,depth (m),240640,float64,20.0,{20.0}
EMSO_OBSEA_CTD_30min,sensor_id,240640,object,16P57353-6479,"{'16P57353-6479', '37SMP47472-5496'}"
EMSO_OBSEA_CTD_30min,PSAL (Dimensionless),240501,float64,34.0903,set()
EMSO_OBSEA_CTD_30min,PRES (Decibars),213283,float64,19.236,set()
EMSO_OBSEA_CTD_30min,SVEL (Metres per second),240579,float64,1505.24,set()
EMSO_OBSEA_CTD_30min,CNDC (Siemens per metre),240572,float64,4.1719,set()
EMSO_OBSEA_CTD_30min,TEMP (Degrees Celsius),240592,float64,14.7835,set()
EMSO_OBSEA_CTD_30min,PSAL_QC,240640,int64,3,"{1, 3, 9}"
EMSO_OBSEA_CTD_30min,PRES_QC,240640,int64,1,"{1, 3, 9}"
EMSO_OBSEA_CTD_30min,SVEL_QC,240640,int64,1,"{1, 9}"
EMSO_OBSEA_CTD_30min,CNDC_QC,240640,int64,1,"{1, 3, 9}"
EMSO_OBSEA_CTD_30min,TEMP_QC,240640,int64,1,"{1, 3, 9}"
EMSO_OBSEA_CTD_30min,latitude_QC,240640,int64,7,{7}
EMSO_OBSEA_CTD_30min,longitude_QC,240640,int64,7,{7}
EMSO_OBSEA_CTD_30min,depth_QC,240640,int64,7,{7}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,time (UTC),1071,object,2023-12-11T01:00:00Z,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,latitude (degrees_north),1071,float64,41.18212,{41.18212}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,longitude (degrees_east),1071,float64,1.75257,{1.75257}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,depth (m),1071,float64,0.0,{0.0}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,CAPH (Hectopascals),1060,float64,1020.3,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,AIRT (Degrees Celsius),1042,float64,14.6,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,WDIR (Degrees),70,float64,268.7,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,WSPD (Metres per second),70,float64,3.4,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,CAPH_QC,1071,int64,1,"{1, 9}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,AIRT_QC,1071,int64,1,"{1, 9}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,WDIR_QC,1071,int64,1,"{1, 3, 9}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,WSPD_QC,1071,int64,1,"{1, 3, 9}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,latitude_QC,1071,int64,7,{7}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,longitude_QC,1071,int64,7,{7}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_30min,depth_QC,1071,int64,7,{7}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,time (UTC),45138,object,2023-12-11T01:22:17Z,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,latitude (degrees_north),45138,float64,41.18212,{41.18212}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,longitude (degrees_east),45138,float64,1.75257,{1.75257}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,depth (m),45138,float64,0.0,{0.0}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,CAPH (Hectopascals),3578,float64,1020.1,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,AIRT (Degrees Celsius),2401,float64,14.3,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,WDIR (Degrees),38020,float64,261.4,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,WSPD (Metres per second),4019,float64,2.4,set()
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,CAPH_QC,45138,int64,3,"{1, 3, 4, 9}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,AIRT_QC,45138,int64,1,"{1, 3, 4, 9}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,WDIR_QC,45138,int64,9,"{9, 1}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,WSPD_QC,45138,int64,9,"{9, 3, 1}"
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,latitude_QC,45138,int64,7,{7}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,longitude_QC,45138,int64,7,{7}
EMSO_OBSEA_Besos_Buoy_Airmar_200WX_full,depth_QC,45138,int64,7,{7}
E2M3A_METEO,time (UTC),1871,object,2024-07-23T20:00:00Z,set()
E2M3A_METEO,latitude (degrees_north),1871,float64,41.5277,{41.5277}
E2M3A_METEO,longitude (degrees_east),1871,float64,18.0824167,{18.0824167}
E2M3A_METEO,depth (m),1871,float64,0.0,{0.0}
E2M3A_METEO,WDIR (Degrees),1871,float64,323.38,set()
E2M3A_METEO,WDIR_QC,1871,int64,1,{1}
E2M3A_METEO,WSPD (Metres per second),1871,float64,7.7,set()
E2M3A_METEO,WSPD_QC,1871,int64,1,{1}
E2M3A_METEO,DRYT (Degrees Celsius),1871,float64,28.66,set()
E2M3A_METEO,DRYT_QC,1871,int64,1,{1}
E2M3A_METEO,ATMS (Millibars),1871,float64,1023.85,set()
E2M3A_METEO,ATMS_QC,1871,int64,1,{1}
E2M3A_METEO,RELH (Percent),1871,float64,55.55,set()
E2M3A_METEO,RELH_QC,1871,int64,1,{1}
E2M3A_METEO,HEAD (Degrees),1871,float64,229.13,set()
E2M3A_METEO,HEAD_QC,1871,int64,1,{1}
E2M3A_METEO,EWSB (Metres per second),1871,float64,7.4,set()
E2M3A_METEO,EWSB_QC,1871,int64,1,"{0, 1}"
E2M3A_METEO,GSPD (Metres per second),1871,float64,9.14,set()
E2M3A_METEO,GSPD_QC,1871,int64,1,{1}
E2M3A_METEO,GDIR (Degrees),1871,float64,325.58,set()
E2M3A_METEO,GDIR_QC,1871,int64,1,{1}
E2M3A_MRDT,time (UTC),1879,object,2024-07-23T20:00:00Z,set()
E2M3A_MRDT,latitude (degrees_north),1879,float64,41.5277,{41.5277}
E2M3A_MRDT,longitude (degrees_east),1879,float64,18.0824167,{18.0824167}
E2M3A_MRDT,depth (m),1879,float64,0.0,{0.0}
E2M3A_MRDT,CSLR (Watts per square metre),1879,float64,-37.96567,set()
E2M3A_MRDT,CSLR_QC,1879,int64,4,"{0, 1, 4}"
E2M3A_MRDT,TMES_1 (Kelvins),1879,float64,301.29065,set()
E2M3A_MRDT,TMES_1_QC,1879,int64,4,"{0, 1, 4}"
E2M3A_MRDT,TMES_2 (Kelvins),1879,float64,301.2527,set()
E2M3A_MRDT,TMES_2_QC,1879,int64,4,"{0, 1, 4}"
E2M3A_MRDT,LWRD (Watts per square metre),1879,float64,538.6105,set()
E2M3A_MRDT,LWRD_QC,1879,int64,4,"{0, 1, 4}"
E2M3A_PCO2PROA,time (UTC),104,object,2024-04-27T20:00:00Z,set()
E2M3A_PCO2PROA,latitude (degrees_north),104,float64,41.5277,{41.5277}
E2M3A_PCO2PROA,longitude (degrees_east),104,float64,18.0824167,{18.0824167}
E2M3A_PCO2PROA,depth (m),104,float64,0.0,{0.0}
E2M3A_PCO2PROA,PCO2 (Parts per million),104,float64,444.42212,set()
E2M3A_PCO2PROA,PCO2_QC,104,int64,0,{0}
E2M3A_PCO2PROA,TMES (Millibars),104,float64,1042.0,set()
E2M3A_PCO2PROA,TMES_QC,104,int64,0,{0}
E2M3A_PCO2PROW,time (UTC),102,object,2024-04-27T20:00:00Z,set()
E2M3A_PCO2PROW,latitude (degrees_north),102,float64,41.5277,{41.5277}
E2M3A_PCO2PROW,longitude (degrees_east),102,float64,18.0824167,{18.0824167}
E2M3A_PCO2PROW,depth (m),102,float64,2.0,{2.0}
E2M3A_PCO2PROW,PCO2 (Parts per million),102,float64,424.274,set()
E2M3A_PCO2PROW,PCO2_QC,102,int64,0,{0}
E2M3A_PCO2PROW,TMES (Millibars),102,float64,1029.0,set()
E2M3A_PCO2PROW,TMES_QC,102,int64,0,{0}
E2M3A_SAMI,time (UTC),68,object,2024-07-23T20:00:00Z,set()
E2M3A_SAMI,latitude (degrees_north),68,float64,41.5277,{41.5277}
E2M3A_SAMI,longitude (degrees_east),68,float64,18.0824167,{18.0824167}
E2M3A_SAMI,depth (m),68,float64,2.0,{2.0}
E2M3A_SAMI,PSAL (Dimensionless),68,float64,38.0,{38.0}
E2M3A_SAMI,PSAL_QC,68,int64,1,{1}
E2M3A_SAMI,TEMP (Degrees Celsius),68,float64,28.7752,set()
E2M3A_SAMI,TEMP_QC,68,int64,4,{4}
E2M3A_SAMI,PHPH (pH units),68,float64,7.9776,set()
E2M3A_SAMI,PHPH_QC,68,int64,1,{1}
E2M3A_SBE16PLS,time (UTC),1660,object,2024-07-23T06:00:00Z,set()
E2M3A_SBE16PLS,latitude (degrees_north),1660,float64,41.5277,{41.5277}
E2M3A_SBE16PLS,longitude (degrees_east),1660,float64,18.0824167,{18.0824167}
E2M3A_SBE16PLS,depth (m),1660,float64,10.0,{10.0}
E2M3A_SBE16PLS,TEMP (Degrees Celsius),1659,float64,26.8737,set()
E2M3A_SBE16PLS,TEMP_QC,1660,int64,1,"{1, 2, 9}"
E2M3A_SBE16PLS,CNDC (Siemens per metre),1659,float64,5.96952,set()
E2M3A_SBE16PLS,CNDC_QC,1660,int64,1,"{1, 4, 9}"
E2M3A_SBE16PLS,PRES (Decibars),1659,float64,13.186,set()
E2M3A_SBE16PLS,PRES_QC,1660,int64,1,"{1, 9}"
E2M3A_SBE16PLS,DOX1 (Millilitres per litre),1064,float64,3.948,set()
E2M3A_SBE16PLS,DOX1_QC,1660,int64,1,"{0, 1, 127}"
E2M3A_SBE16PLS,PSAL (Dimensionless),1649,float64,38.3569,set()
E2M3A_SBE16PLS,PSAL_QC,1660,int64,1,"{0, 1, 9}"
E2M3A_SBE16PLS,SVEL (Metres per second),1649,float64,1542.598,set()
E2M3A_SBE16PLS,SVEL_QC,1660,int64,0,"{0, 9}"
E2M3A_SBE37O,time (UTC),853,object,2024-04-25T10:00:12Z,set()
E2M3A_SBE37O,latitude (degrees_north),853,float64,41.5277,{41.5277}
E2M3A_SBE37O,longitude (degrees_east),853,float64,18.0824167,{18.0824167}
E2M3A_SBE37O,depth (m),853,float64,2.0,{2.0}
E2M3A_SBE37O,TEMP (Degrees Celsius),852,float64,16.2454,set()
E2M3A_SBE37O,TEMP_QC,853,int64,1,"{1, 9}"
E2M3A_SBE37O,CNDC (Siemens per metre),852,float64,4.84209,set()
E2M3A_SBE37O,CNDC_QC,853,int64,1,"{1, 9}"
E2M3A_SBE37O,DOX1 (Millilitres per litre),852,float64,5.47,set()
E2M3A_SBE37O,DOX1_QC,853,int64,0,"{0, 9}"
E2M3A_SBE37O,PSAL (Dimensionless),852,float64,38.8251,set()
E2M3A_SBE37O,PSAL_QC,853,int64,0,"{0, 9}"
E2M3A_SBE37O,SVEL (Metres per second),852,float64,1514.963,set()
E2M3A_SBE37O,SVEL_QC,853,int64,0,"{0, 9}"
E2M3A_CTD_meteo_CO2_pH_NRT,time (UTC),5450,object,2024-07-23T20:00:00Z,set()
E2M3A_CTD_meteo_CO2_pH_NRT,latitude (degrees_north),5450,float64,41.5277,{41.5277}
E2M3A_CTD_meteo_CO2_pH_NRT,longitude (degrees_east),5450,float64,18.0824167,{18.0824167}
E2M3A_CTD_meteo_CO2_pH_NRT,depth (m),5450,float64,2.0,"{0.0, 2.0, 10.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,CPWC (Micrograms per litre),1825,float64,108.73,set()
E2M3A_CTD_meteo_CO2_pH_NRT,CPWC_QC,1835,float64,0.0,"{0.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,TUR4 (Nephelometric Turbidity Units),1825,float64,645.68,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TUR4_QC,1835,float64,0.0,"{0.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,CDOM (Parts per billion),1825,float64,222.23,set()
E2M3A_CTD_meteo_CO2_pH_NRT,CDOM_QC,1835,float64,4.0,"{0.0, 9.0, 4.0, 1.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_1 (Degrees Celsius),1825,float64,28.45,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_1_QC,1835,float64,4.0,"{9.0, 4.0, 1.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,WDIR (Degrees),1871,float64,323.38,set()
E2M3A_CTD_meteo_CO2_pH_NRT,WDIR_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,WSPD (Metres per second),1871,float64,7.7,set()
E2M3A_CTD_meteo_CO2_pH_NRT,WSPD_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,DRYT (Degrees Celsius),1871,float64,28.66,set()
E2M3A_CTD_meteo_CO2_pH_NRT,DRYT_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,ATMS (Millibars),1871,float64,1023.85,set()
E2M3A_CTD_meteo_CO2_pH_NRT,ATMS_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,RELH (Percent),1871,float64,55.55,set()
E2M3A_CTD_meteo_CO2_pH_NRT,RELH_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,HEAD (Degrees),1871,float64,229.13,set()
E2M3A_CTD_meteo_CO2_pH_NRT,HEAD_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,EWSB (Metres per second),1871,float64,7.4,set()
E2M3A_CTD_meteo_CO2_pH_NRT,EWSB_QC,1871,float64,1.0,"{0.0, 1.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,GSPD (Metres per second),1871,float64,9.14,set()
E2M3A_CTD_meteo_CO2_pH_NRT,GSPD_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,GDIR (Degrees),1871,float64,325.58,set()
E2M3A_CTD_meteo_CO2_pH_NRT,GDIR_QC,1871,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,CSLR (Watts per square metre),1879,float64,-37.96567,set()
E2M3A_CTD_meteo_CO2_pH_NRT,CSLR_QC,1879,float64,4.0,"{0.0, 1.0, 4.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_1 (Kelvins),1879,float64,301.29065,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_1_QC,1879,float64,4.0,"{0.0, 1.0, 4.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_2 (Kelvins),1879,float64,301.2527,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_2_QC,1879,float64,4.0,"{0.0, 1.0, 4.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,LWRD (Watts per square metre),1879,float64,538.6105,set()
E2M3A_CTD_meteo_CO2_pH_NRT,LWRD_QC,1879,float64,4.0,"{0.0, 1.0, 4.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,PCO2_1 (Parts per million),104,float64,444.42212,set()
E2M3A_CTD_meteo_CO2_pH_NRT,PCO2_1_QC,104,float64,0.0,{0.0}
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_3 (Millibars),104,float64,1042.0,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_3_QC,104,float64,0.0,{0.0}
E2M3A_CTD_meteo_CO2_pH_NRT,PCO2_2 (Parts per million),102,float64,424.274,set()
E2M3A_CTD_meteo_CO2_pH_NRT,PCO2_2_QC,102,float64,0.0,{0.0}
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_4 (Millibars),102,float64,1029.0,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TMES_4_QC,102,float64,0.0,{0.0}
E2M3A_CTD_meteo_CO2_pH_NRT,PSAL_1 (Dimensionless),204,float64,38.0,{38.0}
E2M3A_CTD_meteo_CO2_pH_NRT,PSAL_1_QC,204,float64,1.0,{1.0}
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_2 (Degrees Celsius),204,float64,28.7752,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_2_QC,204,float64,4.0,{4.0}
E2M3A_CTD_meteo_CO2_pH_NRT,PHPH (pH units),204,float64,7.9776,set()
E2M3A_CTD_meteo_CO2_pH_NRT,PHPH_QC,204,float64,1.0,"{1.0, 4.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_3 (Degrees Celsius),1659,float64,26.8737,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_3_QC,1660,float64,1.0,"{1.0, 2.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,CNDC_1 (Siemens per metre),1659,float64,5.96952,set()
E2M3A_CTD_meteo_CO2_pH_NRT,CNDC_1_QC,1660,float64,1.0,"{1.0, 4.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,PRES (Decibars),1659,float64,13.186,set()
E2M3A_CTD_meteo_CO2_pH_NRT,PRES_QC,1660,float64,1.0,"{1.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,DOX1_1 (Millilitres per litre),1064,float64,3.948,set()
E2M3A_CTD_meteo_CO2_pH_NRT,DOX1_1_QC,1064,float64,1.0,"{0.0, 1.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,PSAL_2 (Dimensionless),1649,float64,38.3569,set()
E2M3A_CTD_meteo_CO2_pH_NRT,PSAL_2_QC,1660,float64,1.0,"{0.0, 1.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,SVEL_1 (Metres per second),1649,float64,1542.598,set()
E2M3A_CTD_meteo_CO2_pH_NRT,SVEL_1_QC,1660,float64,0.0,"{0.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_4 (Degrees Celsius),852,float64,16.2454,set()
E2M3A_CTD_meteo_CO2_pH_NRT,TEMP_4_QC,853,float64,1.0,"{1.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,CNDC_2 (Siemens per metre),852,float64,4.84209,set()
E2M3A_CTD_meteo_CO2_pH_NRT,CNDC_2_QC,853,float64,1.0,"{1.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,DOX1_2 (Millilitres per litre),852,float64,5.47,set()
E2M3A_CTD_meteo_CO2_pH_NRT,DOX1_2_QC,853,float64,0.0,"{0.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,PSAL_3 (Dimensionless),852,float64,38.8251,set()
E2M3A_CTD_meteo_CO2_pH_NRT,PSAL_3_QC,853,float64,0.0,"{0.0, 9.0}"
E2M3A_CTD_meteo_CO2_pH_NRT,SVEL_2 (Metres per second),852,float64,1514.963,set()
E2M3A_CTD_meteo_CO2_pH_NRT,SVEL_2_QC,853,float64,0.0,"{0.0, 9.0}"
E2M3A_2021_2022_TS,time (UTC),59455,object,2021-01-01T23:34:18Z,set()
E2M3A_2021_2022_TS,latitude (degrees_north),59455,float64,41.5277,{41.5277}
E2M3A_2021_2022_TS,longitude (degrees_east),59455,float64,18.0824167,{18.0824167}
E2M3A_2021_2022_TS,depth (m),59455,float64,-5.0,"{2.0, -5.0, 5.0}"
E2M3A_2021_2022_TS,WDIR (Degrees),20522,float64,123.3,set()
E2M3A_2021_2022_TS,WDIR_QC,20594,float64,1.0,"{1.0, 9.0}"
E2M3A_2021_2022_TS,WSPD (Metres per second),20592,float64,7.3,set()
E2M3A_2021_2022_TS,WSPD_QC,20594,float64,1.0,"{1.0, 9.0}"
E2M3A_2021_2022_TS,DRYT (Degrees Celsius),20591,float64,13.55,set()
E2M3A_2021_2022_TS,DRYT_QC,20594,float64,1.0,"{1.0, 4.0, 9.0}"
E2M3A_2021_2022_TS,ATMS (Millibars),20590,float64,1029.2,set()
E2M3A_2021_2022_TS,ATMS_QC,20594,float64,1.0,"{1.0, 4.0, 9.0}"
E2M3A_2021_2022_TS,RELH (Percent),20589,float64,100.0,set()
E2M3A_2021_2022_TS,RELH_QC,20594,float64,1.0,"{1.0, 4.0, 9.0}"
E2M3A_2021_2022_TS,GSPD (Metres per second),20580,float64,13.7,set()
E2M3A_2021_2022_TS,GSPD_QC,20594,float64,1.0,"{1.0, 2.0, 4.0, 9.0}"
E2M3A_2021_2022_TS,GDIR (Degrees),20580,float64,155.2,set()
E2M3A_2021_2022_TS,GDIR_QC,20594,float64,1.0,"{1.0, 9.0}"
E2M3A_2021_2022_TS,PHPH (pH units),1493,float64,7.1143,set()
E2M3A_2021_2022_TS,PHPH_QC,1494,float64,2.0,"{1.0, 2.0, 4.0, 9.0}"
E2M3A_2021_2022_TS,DOX1 (Millilitres per litre),10183,float64,5.391,set()
E2M3A_2021_2022_TS,DOX1_QC,10183,float64,1.0,{1.0}
E2M3A_2021_2022_TS,TEMP (Degrees Celsius),10183,float64,27.7912,set()
E2M3A_2021_2022_TS,TEMP_QC,10183,float64,1.0,"{1.0, 2.0, 4.0}"
E2M3A_2021_2022_TS,CNDC (Siemens per metre),10183,float64,-0.0006,set()
E2M3A_2021_2022_TS,CNDC_QC,10183,float64,4.0,"{1.0, 4.0}"
E2M3A_2021_2022_TS,PSAL (1),5291,float64,5.391,set()
E2M3A_2021_2022_TS,PSAL_QC,5291,float64,1.0,"{1.0, 4.0}"
E2M3A_2021_2022_TS,PRES (Decibars),3970,float64,38.9913,set()
E2M3A_2021_2022_TS,PRES_QC,3970,float64,0.0,"{0.0, 2.0}"
E2M3A_2021_2022_TS,PCO2 (Microatmospheres),2992,float64,363.08215,set()
E2M3A_2021_2022_TS,PCO2_QC,2994,float64,1.0,"{1.0, 4.0, 9.0}"
E2M3A_2021_2022_TS,SINC (Watts per square metre),24188,float64,-11.5,set()
E2M3A_2021_2022_TS,SINC_QC,24191,float64,0.0,"{0.0, 9.0}"
E2M3A_2021_2022_TS,LINC (Watts per square metre),24129,float64,14.9,set()
E2M3A_2021_2022_TS,LINC_QC,24137,float64,0.0,"{0.0, 9.0}"
Emso_Azores_Chemini_IRON,platform_code,48051,object,EMSO-Azores-SeamonEast,{'EMSO-Azores-SeamonEast'}
Emso_Azores_Chemini_IRON,platform_name,48051,object,MOMAR Seamon East,{'MOMAR Seamon East'}
Emso_Azores_Chemini_IRON,time (UTC),48051,object,2013-09-01T18:00:00Z,set()
Emso_Azores_Chemini_IRON,TIME_QC,48051,int64,1,{1}
Emso_Azores_Chemini_IRON,latitude (degrees_north),48051,float64,37.289,{37.289}
Emso_Azores_Chemini_IRON,longitude (degrees_east),48051,float64,-32.275,{-32.275}
Emso_Azores_Chemini_IRON,depth (m),48051,float64,1695.0,{1695.0}
Emso_Azores_Chemini_IRON,DEPH_QC,48051,int64,7,{7}
Emso_Azores_Chemini_IRON,TEMP (degree_Celsius),47311,float64,4.76,set()
Emso_Azores_Chemini_IRON,TEMP_QC,47311,float64,1.0,{1.0}
Emso_Azores_Chemini_IRON,IRON (millimole/m3),880,float64,5.52,set()
Emso_Azores_Chemini_IRON,IRON_QC,880,float64,1.0,{1.0}
EMSO-AZORES_TCM3-1_2016-2017,time (UTC),457030,object,2016-09-05T03:38:26Z,set()
EMSO-AZORES_TCM3-1_2016-2017,TIME_QC,457030,int64,1,{1}
EMSO-AZORES_TCM3-1_2016-2017,latitude (degrees_north),457030,float64,37.288002,{37.288002}
EMSO-AZORES_TCM3-1_2016-2017,longitude (degrees_east),457030,float64,-32.275696,{-32.275696}
EMSO-AZORES_TCM3-1_2016-2017,depth (m),457030,float64,1700.0,{1700.0}
EMSO-AZORES_TCM3-1_2016-2017,DEPH_QC,457030,int64,7,{7}
EMSO-AZORES_TCM3-1_2016-2017,HCSP (m/s),457030,float64,1.1164,set()
EMSO-AZORES_TCM3-1_2016-2017,HCSP_QC,457030,int64,1,{1}
EMSO-AZORES_TCM3-1_2016-2017,HCDT (deg T),457030,float64,116.74,set()
EMSO-AZORES_TCM3-1_2016-2017,HCDT_QC,457030,int64,1,{1}
EMSO-AZORES_TCM3-1_2016-2017,NSCT (m/s),457030,float64,-0.5023,set()
EMSO-AZORES_TCM3-1_2016-2017,NSCT_QC,457030,int64,1,{1}
EMSO-AZORES_TCM3-1_2016-2017,EWCT (m/s),457030,float64,0.997,set()
EMSO-AZORES_TCM3-1_2016-2017,EWCT_QC,457030,int64,1,{1}
EMSO-AZORES_TCM3-1_2016-2017,TEMP (degree_C),457030,float64,4.5011,set()
EMSO-AZORES_TCM3-1_2016-2017,TEMP_QC,457030,int64,1,{1}
EMSO-AZORES_TCM3-1_2017-2018,time (UTC),562713,object,2017-07-21T13:32:17Z,set()
