# Title : Bio-Trajectory directory file of the Argo Global Data Assembly Center
# Description : The directory file describes all bio-trajectory files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.2
# Date of update : 20240801083233
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.org/pub/outgoing/argo/dac
# GDAC node : CORIOLIS
file,latitude_max,latitude_min,longitude_max,longitude_min,profiler_type,institution,parameters,date_update
meds/4902588/4902588_BRtraj.nc,59.171,51.086,-138.634,-160.167,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729201603
meds/4902589/4902589_BRtraj.nc,50.150,48.022,-144.897,-148.958,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192955
meds/4902612/4902612_BRtraj.nc,58.002,53.456,-145.534,-155.961,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240730021603
meds/4902613/4902613_BRtraj.nc,55.093,52.260,-12.175,-140.178,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729201606
meds/4902614/4902614_BRtraj.nc,52.895,50.684,-130.819,-136.999,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729193022
meds/4902615/4902615_BRtraj.nc,36.536,36.120,-143.362,-143.558,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729193023
meds/4902616/4902616_BRtraj.nc,55.192,52.878,-134.891,-141.877,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240723051559
meds/4902650/4902650_BRtraj.nc,60.509,58.776,-51.021,-54.082,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20231216091608
meds/4902652/4902652_BRtraj.nc,60.140,57.090,-46.786,-55.055,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729193025
meds/4902660/4902660_BRtraj.nc,55.039,51.764,-131.083,-133.768,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240723111548
meds/4902662/4902662_BRtraj.nc,49.450,48.151,-127.077,-129.185,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240722153530
meds/4902663/4902663_BRtraj.nc,48.992,47.185,-126.763,-128.824,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729193029
